reasoning_type	fn_name	test_id	num_tests	num_correct	test_acc
motion	motion_one_hop	0	24	24	1.0
motion	motion_one_hop	1	36	28	0.7777777777777778
motion	motion_one_hop	2	24	16	0.6666666666666666
motion	motion_one_hop_jerund	0	60	60	1.0
motion	motion_one_hop_jerund	1	60	59	0.9833333333333333
motion	motion_one_hop_jerund	2	40	16	0.4
motion	non_motion_one_hop	0	24	24	1.0
motion	non_motion_one_hop	1	36	28	0.7777777777777778
motion	non_motion_one_hop	2	24	24	1.0
motion	non_motion_one_hop_jerund	0	48	48	1.0
motion	non_motion_one_hop_jerund	1	48	29	0.6041666666666666
motion	non_motion_one_hop_jerund	2	32	24	0.75
orientation	above_below_one_hop	0	448	272	0.6071428571428571
orientation	above_below_one_hop	1	2688	1205	0.44828869047619047
orientation	cardinals_neutral	0	7680	82	0.010677083333333334
orientation	cardinals_one_hop	0	240	65	0.2708333333333333
orientation	cardinals_one_hop	1	1680	1185	0.7053571428571429
orientation	front_back_one_hop	0	448	232	0.5178571428571429
orientation	front_back_one_hop	1	2688	1067	0.39694940476190477
orientation	left_right_one_hop	0	1008	185	0.18353174603174602
orientation	left_right_one_hop	1	3696	1459	0.39475108225108224
distance	far_negative	0	60	60	1.0
distance	far_negative	1	60	59	0.9833333333333333
distance	far_negative	2	60	60	1.0
distance	far_negative	3	60	53	0.8833333333333333
distance	far_positive	0	20	6	0.3
distance	far_positive	1	60	60	1.0
distance	far_positive	2	60	60	1.0
distance	nearby_neutral	0	180	0	0.0
distance	nearby_neutral	1	180	0	0.0
distance	not_touching_neutral	0	180	70	0.3888888888888889
distance	not_touching_neutral	1	180	0	0.0
distance	not_touching_neutral	2	180	43	0.2388888888888889
distance	not_touching_neutral	3	180	0	0.0
distance	touching_negative	0	180	153	0.85
distance	touching_negative	1	180	180	1.0
distance	touching_negative	2	180	179	0.9944444444444445
distance	touching_positive	0	180	57	0.31666666666666665
distance	touching_positive	1	180	180	1.0
distance	touching_positive	2	180	180	1.0
distance	transitivity_negative	0	1620	901	0.5561728395061728
containment	filled_with	0	12	12	1.0
containment	filled_with	1	12	0	0.0
containment	motion_out_of	0	36	32	0.8888888888888888
containment	motion_out_of	1	36	30	0.8333333333333334
containment	motion_out_of	2	18	10	0.5555555555555556
containment	motion_out_of	3	18	18	1.0
containment	movement_into_container	0	36	36	1.0
containment	movement_into_container	1	36	8	0.2222222222222222
containment	movement_into_container	2	18	18	1.0
containment	one_hop_neg	0	84	84	1.0
containment	one_hop_neg	1	84	84	1.0
containment	one_hop_pos	0	136	136	1.0
containment	one_hop_pos	1	136	136	1.0
containment	one_hop_pos	2	136	112	0.8235294117647058
containment	two_hop_fits_in	0	552	550	0.9963768115942029
containment	two_hop_fits_in	1	552	0	0.0
containment	two_hop_fits_in	2	552	26	0.04710144927536232
containment	two_hop_fits_in	3	552	0	0.0
containment	two_hop_fits_in	4	552	0	0.0
containment	two_hop_fits_in	5	552	1	0.0018115942028985507
containment	two_hop_fits_in	6	552	0	0.0
containment	two_hop_is_in	0	552	501	0.907608695652174
containment	two_hop_is_in	1	552	552	1.0
containment	two_hop_is_in	2	552	542	0.9818840579710145
containment	two_hop_is_in	3	552	552	1.0
containment	two_hop_is_in	4	552	431	0.7807971014492754
containment	two_hop_is_in	5	552	1	0.0018115942028985507
containment	two_hop_is_in	6	552	104	0.18840579710144928
